Region,Q1,Q2,Q3,Q4,Q5,Q6:1,Q6:2,Q6:3,Q6:4,Q6:5,Q6:6,Q7:1,Q7:2,Q7:3,Q7:4,Q7:5,Q7:6,Q8,Q9,Q9a,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16a,Q16b,Q16c,Q16d,Q17,Q18,Q19,Q20:1,Q20:2,Q20:3,Q20:4,Q21,Q21a,Q21b,Q21c,Q21d,Q21e,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q28a,Q28b,Q28c,Q28d,Q29,Q29a,Q29b,Q29c,Q29d,Q29e,Q29f,Q29g,Q29h,Q29i,Q29j,Q29k,Q30,Q31,Q32:1,Q32:2,Q32:3,Q32:4,Q32:5,Q32:6,Q32:7,Q32:8,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q33:6,Q34,Q35,Q36,PosNeg,ServiceArea
Inner South,More than 10 years,English,Migrant (not born in Australia),50-59,Yes ,,Neighbourhood issues,,,,,,In person,,,,,Yes,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Yes,Fairly satisfied,Fairly satisfied,Yes,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,Fairly satisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Minor problem,Major problem,Minor problem,Minor problem,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Yes,No,Location of the meetings,,,Times/day of meetings,Content of the meetings,,,,,,,Helping to share future programs for residents,Social activities,,Fairly satisfied,Fairly satisfied,It would be nice if housing First considers hiring a reception person to handle calls instead of just getting a answering machine service that does not always forward on messages to the tenancy worker. Also it be nice that any messages left for tenancy workers get addressed in a more timely manner than what is currently in place sometimes when leaving a message for a tenancy worker it is taking more than 48 hours to acknowledge calls. Which often results tenants making multiple calls to try and find out if there issue is being addressed. Office opening hours need to be advised to tenants as lately the office seems to be closed more than open,Negative,HousingFirst - communication materials
South,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),60-69,Yes ,Repairs and maintenance,Neighbourhood issues,,,,,By phone,,,By email,,,Yes,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Yes,Fairly satisfied,Fairly satisfied,Yes,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly dissatisfied,Yes,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Minor problem,Major problem,Major problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Yes,Unsure,,,,Times/day of meetings,,,,,,,,,,Other,Fairly satisfied,Fairly satisfied,"A resident has been a recidivist noisy, bad neighbour for a long time, who has been to VCAT but was not evicted, and continues to be a severe annoyance. No further action has been taken by Housing First, even though they have been informed of the issues.",Negative,Neighbour issues/disputes
Inner South,More than 10 years,English,Migrant (not born in Australia),50-59,Yes ,Repairs and maintenance,,Rent,,,,By phone,In person,,By email,,,No,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,No,Fairly satisfied,Very satisfied,No,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,No opinion,No opinion,No opinion,No opinion,No,,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,No,No,,,,Times/day of meetings,,,,,Activities for children and young people,,Training opportunities,Helping to share future programs for residents,,,Very satisfied,Very satisfied,"Overall, my family and I are very happy to live here and very satisfied with the services we get from Housing First.  However, our recent dealings with HF Maintenance regarding the aircon and space left by the old  heater in our house is very disappointing as they said they were going to fix it, but as of yet nobody has come to fix it.  But otherwise, very happy with Housing First.  Thank you.",Negative,Repairs - time
West,Less than a year,English,Migrant (not born in Australia),40-49,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Fairly satisfied,Unsure,Fairly satisfied,Fairly satisfied,Yes,No ,,,,,,,Neither satisfied nor dissatisfied,Yes,Via email,,By phone,,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,No,,Very satisfied,Neither satisfied nor dissatisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Not a problem at all,Not a problem at all,Major problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Unsure,Unsure,,,Family care responsibilities,,,,,,Activities for children and young people,,,,,,Very satisfied,Very satisfied,Thankyou,Positive,HousingFirst generally
Inner Northwest,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),70-79,Yes ,Repairs and maintenance,,,,,,,,,,,Other,Yes,Very dissatisfied,No opinion,Neither satisfied nor dissatisfied,Yes,Fairly dissatisfied,Neither satisfied nor dissatisfied,Yes,Yes,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very dissatisfied,Very satisfied,No,,,,,,,,,,,,,,No opinion,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Not a problem at all,Not a problem at all,Minor problem,Major problem,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,Family care responsibilities,,,,,,,,,,,Other,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,"Lack of fresh air in and around the unit due to 2 large dogs and a cat being owned by a neighbour who had not one clue about cleaning up. The flies and stench along with the tenant and his animals have at last gone. The agreement I read, said I could not be denied the use of the balcony. Over 4 years nothing was done let's not blame covid.  One more problem is a fast growing tree is about to remove any natural light from entering my flat, I have been told the work will be carried out in July.",Negative,Neighbour issues/disputes
Inner South,Less than a year,English,Migrant (not born in Australia),20-29,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,No,No ,,,,,,,Fairly satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,Very satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly dissatisfied,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Minor problem,Yes,No,,,,Times/day of meetings,,,,,Activities for children and young people,Employment opportunities,Training opportunities,,,,Very satisfied,Very satisfied,,,
Inner South,Less than a year,English,Born in Australia (not Aboriginal or Torres Strait Islander),30-39,Yes ,Repairs and maintenance,,,Residency transfer,,,,,,By email,,,No,Fairly dissatisfied,Very dissatisfied,Fairly dissatisfied,Yes,Fairly dissatisfied,Fairly dissatisfied,No,No ,,,,,,,Very dissatisfied,Yes,Via email,,By phone,,Neither satisfied nor dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Yes,Very dissatisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Major problem,,Not a problem at all,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Not a problem at all,Minor problem,Major problem,Minor problem,Not a problem at all,No,No,,,,,,,,Lack of interest,,,,,,,Neither satisfied nor dissatisfied,Fairly dissatisfied,Maintenance is a joke.,Negative,Repairs - contact/communication
West,Less than a year,Other,None of the above,30-39,Yes ,,,,,,Other,By phone,,,,,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Very satisfied,Very satisfied,No,No ,,,,,,,Very satisfied,No,,,,,,,,,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Unsure,Unsure,Location of the meetings,Transport cost,Family care responsibilities,,,,,,Activities for children and young people,Employment opportunities,Training opportunities,Helping to share future programs for residents,Social activities,,Very satisfied,Very satisfied,Everything is ok,Positive,HousingFirst generally
North,Less than a year,Other,Migrant (not born in Australia),20-29,Yes ,,,Rent,,,,,In person,,,,,Yes,Fairly satisfied,,Very satisfied,Yes,Very satisfied,Very satisfied,Yes,No ,,,,,,,Fairly satisfied,No,,,,,,,,,,,,,,Fairly satisfied,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Very satisfied,Very satisfied,Fairly satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Unsure,No,,,,,,,,,Activities for children and young people,Employment opportunities,,,,,,Fairly satisfied,,,
East,More than 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),50-59,Yes ,Repairs and maintenance,,Rent,,,,By phone,In person,,By email,,,Yes,Fairly satisfied,Fairly satisfied,Fairly satisfied,Unsure,Neither satisfied nor dissatisfied,Fairly satisfied,No,No ,,,,,,,Fairly satisfied,No,,,,,,,,,,,,,,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very dissatisfied,Fairly satisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Major problem,Major problem,Minor problem,Not a problem at all,Not a problem at all,Minor problem,Minor problem,Minor problem,Minor problem,Minor problem,Not a problem at all,Not a problem at all,No,No,Location of the meetings,Transport cost,,Times/day of meetings,,,,Lack of interest,,Employment opportunities,Training opportunities,,,Other,Neither satisfied nor dissatisfied,Fairly satisfied,,,
Inner South,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),50-59,Yes ,Repairs and maintenance,,,,,,By phone,,,,,,No,Very dissatisfied,Very dissatisfied,Very dissatisfied,No,Very dissatisfied,Very dissatisfied,No,No ,,,,,,,Very dissatisfied,Yes,,,By phone,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Yes,Very dissatisfied,Very dissatisfied,Very satisfied,Very satisfied,Very dissatisfied,Very dissatisfied,Very satisfied,Very satisfied,Very dissatisfied,Major problem,Major problem,Major problem,Major problem,Major problem,Major problem,Major problem,Not a problem at all,Major problem,Major problem,Not a problem at all,Major problem,No,No,,,,,,,,Lack of interest,,,,,,Other,Very dissatisfied,Very dissatisfied,It is not a good place to live and not a thing gets done and housing first dose not care at all,Negative,Housing services
South,More than 10 years,English,Migrant (not born in Australia),70-79,Yes ,,,,,,Other,By phone,,,,,,Yes,Neither satisfied nor dissatisfied,Very dissatisfied,Very satisfied,Yes,Fairly satisfied,Very satisfied,Yes,Yes,Fairly dissatisfied,Fairly dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very satisfied,No,,,,,,,,,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Minor problem,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Yes,Yes,,,,,,,,Lack of interest,,,,,,Other,Fairly satisfied,Very satisfied,"The only issue I have had in the 11 years I've lived here is the stair case. There is a gap between the steps in the rise and the run is too narrow. Consequently, on Christmas Eve (24/11/22) I caught the back of my heel in the gap, this caused me to fall resulting in a fractured ankle, in four places. I had emergency surgery on Christmas Day. I was hospitalised for four  days, spent six weeks in plaster, and a wheelchair. I reported my injury to HF on the first working day after Christmas. I told  them clearly what my injuries were, and how long I would be in Hospital. They apparently arrived at my front door the follow wing day! I'm still in hospital( of course) and my neighbour dealt with them.   I have heard nothing since, and nothing has been done about the tripping hazard on the stairs. Poor, poor, poor.",Negative,Repairs - time
Inner South,6 to 10 years,English,Born in Australia (not Aboriginal or Torres Strait Islander),40-49,Yes ,Repairs and maintenance,Neighbourhood issues,,,,,By phone,In person,,,,,No,,,Very dissatisfied,Yes,Very dissatisfied,Neither satisfied nor dissatisfied,Yes,Yes,,,,,,No opinion,Very dissatisfied,Yes,,,,,,,,,,,Very dissatisfied,No,,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,,,,,,,Major problem,,,,,,,,,,Minor problem,No,Unsure,,,,,,,,Lack of interest,,,,Helping to share future programs for residents,,,,Neither satisfied nor dissatisfied,,,
North,Less than a year,English,Born in Australia (not Aboriginal or Torres Strait Islander),20-29,Yes ,Repairs and maintenance,,Rent,,,Other,By phone,,,By email,,,Yes,Fairly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Yes,Fairly dissatisfied,Very satisfied,Yes,No ,,,,,,,Very satisfied,Yes,,,By phone,,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly dissatisfied,Very satisfied,Fairly satisfied,Very satisfied,Fairly dissatisfied,Not a problem at all,Not a problem at all,Minor problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,No,No,,,Family care responsibilities,,,,,,Activities for children and young people,Employment opportunities,,,,,Fairly satisfied,Fairly satisfied,"I am very disappointed and dissatisfied with how often my housing officer is on leave. As it has left me in predicaments of unawareness on things such as; house inspections, fines and fees. No one in the office seemed to have an answer for me and I never heard back.   I'd also like to advise that where or when possible to think asking parents of young children how much outdoor space they may need for their child or children. As I'm struggling with the little amount of out doors space there is for my energetic toddler to play in.",Negative,HousingFirst - communication materials
Inner South,Less than a year,English,Born in Australia (not Aboriginal or Torres Strait Islander),0-19,Yes ,,,Rent,,,,By phone,In person,,,Home visit,,Yes,Very satisfied,Very satisfied,Very satisfied,Yes,Fairly satisfied,Very satisfied,Yes,No ,,,,,,,Fairly satisfied,No,,,,,,,,,,,,,,Very satisfied,Very satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Fairly satisfied,Very satisfied,Fairly satisfied,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Major problem,Major problem,Not a problem at all,Minor problem,Yes,Yes,,,,Times/day of meetings,,,,,,Employment opportunities,,,,,Fairly satisfied,Very satisfied,,,
